pincode,statename,city,Districtname,
641028,Tamil nadu,Coimbatore South,Coimbatore,
641029,Tamil nadu,Coimbatore North,Coimbatore,
641030,Tamil nadu,Coimbatore North,Coimbatore,
641031,Tamil nadu,Coimbatore North,Coimbatore,
641032,Tamil nadu,Coimbatore South,Coimbatore,
641033,Tamil nadu,Coimbatore South,Coimbatore,
641034,Tamil nadu,Coimbatore North,Coimbatore,
641035,Tamil nadu,Coimbatore North,Coimbatore,
641036,Tamil nadu,Coimbatore South,Coimbatore,
641037,Tamil nadu,Coimbatore South,Coimbatore,
641038,Tamil nadu,Coimbatore North,Coimbatore,
641039,Tamil nadu,Coimbatore South,Coimbatore,
641040,Tamil nadu,COIMBATORE,Coimbatore,
641041,Tamil nadu,Coimbatore North,Coimbatore,
641042,Tamil nadu,Coimbatore South,Coimbatore,
641043,Tamil nadu,Coimbatore North,Coimbatore,
641044,Tamil nadu,Coimbatore South,Coimbatore,
641045,Tamil nadu,Coimbatore South,Coimbatore,
641046,Tamil nadu,Coimbatore North,Coimbatore,
641047,Tamil nadu,Coimbatore North,Coimbatore,
641048,Tamil nadu,Coimbatore South,Coimbatore,
641049,Tamil nadu,Coimbatore North,Coimbatore,
641050,Tamil nadu,COIMBATORE,Coimbatore,
641062,Tamil nadu,Coimbatore South,Coimbatore,
641101,Tamil nadu,Coimbatore North,Coimbatore,
641103,Tamil nadu,Mettupalayam,Coimbatore,
641104,Tamil nadu,Mettupalayam,Coimbatore,
641105,Tamil nadu,Coimbatore South,Coimbatore,
641107,Tamil nadu,Coimbatore South,Coimbatore,
641108,Tamil nadu,Coimbatore North,Coimbatore,
641109,Tamil nadu,Coimbatore North,Coimbatore,
641110,Tamil nadu,Coimbatore North,Coimbatore,
641111,Tamil nadu,Coimbatore South,Coimbatore,
641112,Tamil nadu,Coimbatore South,Coimbatore,
641113,Tamil nadu,Mettupalayam,Coimbatore,
641114,Tamil nadu,Madhavapuram,Coimbatore,
641201,Tamil nadu,Coimbatore South,Coimbatore,
641202,Tamil nadu,Pollachi,Coimbatore,
641301,Tamil nadu,Mettupalayam,Coimbatore,
641302,Tamil nadu,Mettupalayam,Coimbatore,
641305,Tamil nadu,Mettupalayam,Coimbatore,
641401,Tamil nadu,Palladam,Tiruppur,
641402,Tamil nadu,Palladam,Coimbatore,
641407,Tamil nadu,Palladam,Coimbatore,
641601,Tamil nadu,Avanashi,Tiruppur,
641602,Tamil nadu,TIRUPPUR,Tiruppur,
641603,Tamil nadu,TIRUPPUR,Tiruppur,
641604,Tamil nadu,TIRUPPUR,Tiruppur,
641605,Tamil nadu,Kangayam,Tiruppur,
641606,Tamil nadu,TIRUPPUR,Tiruppur,
641607,Tamil nadu,Tirupur,Tiruppur,
641652,Tamil nadu,TIRUPPUR,Tiruppur,
641653,Tamil nadu,Avanashi,Coimbatore,
641654,Tamil nadu,TIRUPPUR,Tiruppur,
641655,Tamil nadu,Avanashi,Tiruppur,
641658,Tamil nadu,Palladam,Coimbatore,
641659,Tamil nadu,Mettupalayam,Coimbatore,
641662,Tamil nadu,Palladam,Tiruppur,
641663,Tamil nadu,Palladam,Tiruppur,
641664,Tamil nadu,Palladam,Tiruppur,
641665,Tamil nadu,TIRUPPUR,Tiruppur,
641666,Tamil nadu,Tirupur,Tiruppur,
641667,Tamil nadu,Palladam,Tiruppur,
641668,Tamil nadu,Palladam,Coimbatore,
641669,Tamil nadu,Palladam,Coimbatore,
641670,Tamil nadu,TIRUPPUR,Tiruppur,
641671,Tamil nadu,Palladam,Coimbatore,
641687,Tamil nadu,TIRUPPUR,Tiruppur,
641697,Tamil nadu,Mettupalayam,Coimbatore,
642001,Tamil nadu,Pollachi,Coimbatore,
642002,Tamil nadu,Pollachi,Coimbatore,
642003,Tamil nadu,Pollachi,Coimbatore,
642004,Tamil nadu,Pollachi,Coimbatore,
642005,Tamil nadu,Pollachi,Coimbatore,
642006,Tamil nadu,Pollachi,Coimbatore,
642007,Tamil nadu,Pollachi,Coimbatore,
642101,Tamil nadu,Pollachi,Coimbatore,
642102,Tamil nadu,Udamalpet,Tiruppur,
642103,Tamil nadu,Pollachi,Coimbatore,
642104,Tamil nadu,Pollachi,Coimbatore,
642105,Tamil nadu,Valparai,Coimbatore,
642106,Tamil nadu,Valparai,Coimbatore,
642107,Tamil nadu,Udamalpet,Coimbatore,
642108,Tamil nadu,Valparai,Coimbatore,
642109,Tamil nadu,Pollachi,Coimbatore,
642110,Tamil nadu,Pollachi,Coimbatore,
642111,Tamil nadu,Udumalaipettai,Tiruppur,
642112,Tamil nadu,Udamalpet,Tiruppur,
642113,Tamil nadu,Udamalpet,Tiruppur,
642114,Tamil nadu,Pollachi,Coimbatore,
642117,Tamil nadu,Valparai,Coimbatore,
642120,Tamil nadu,Pollachi,Coimbatore,
642122,Tamil nadu,Udamalpet,Tiruppur,
642123,Tamil nadu,Pollachi,Coimbatore,
642125,Tamil nadu,Valparai,Coimbatore,
642126,Tamil nadu,Udumalaipettai,Tiruppur,
642127,Tamil nadu,Valparai,Coimbatore,
642128,Tamil nadu,Udumalaipettai,Tiruppur,
642129,Tamil nadu,Pollachi,Coimbatore,
642130,Tamil nadu,Valparai,Coimbatore,
642132,Tamil nadu,Udamalpet,Tiruppur,
642133,Tamil nadu,Udumalaipettai,Coimbatore,
642134,Tamil nadu,Pollachi,Coimbatore,
642154,Tamil nadu,Udamalpet,Tiruppur,
642201,Tamil nadu,Udamalpet,Tiruppur,
642202,Tamil nadu,Pollachi,Coimbatore,
642203,Tamil nadu,Udamalpet,Tiruppur,
642204,Tamil nadu,Udamalpet,Tiruppur,
642205,Tamil nadu,Udamalpet,Tiruppur,
642206,Tamil nadu,Udamalpet,Tiruppur,
642207,Tamil nadu,Udaamalpet,Tiruppur,
643001,Tamil nadu,Udhagamandalam,The Nilgiris,
643002,Tamil nadu,Udhagamandalam,The Nilgiris,
643003,Tamil nadu,Udhagamandalam,The Nilgiris,
643004,Tamil nadu,Udhagamandalam,The Nilgiris,
643005,Tamil nadu,Udhagamandalam,The Nilgiris,
643006,Tamil nadu,Udhagamandalam,The Nilgiris,
643007,Tamil nadu,Udhagamandalam,The Nilgiris,
643101,Tamil nadu,Coonoor,The Nilgiris,
643102,Tamil nadu,Coonoor,The Nilgiris,
643103,Tamil nadu,Kotagiri,The Nilgiris,
643105,Tamil nadu,Coonoor,The Nilgiris,
643201,Tamil nadu,Kotagiri,The Nilgiris,
643202,Tamil nadu,Coonoor,The Nilgiris,
643203,Tamil nadu,Coonoor,The Nilgiris,
643204,Tamil nadu,Udhagamandalam,The Nilgiris,
643205,Tamil nadu,Gudalur,The Nilgiris,
643206,Tamil nadu,Udhagamandalam,The Nilgiris,
643207,Tamil nadu,Gudalur,The Nilgiris,
643209,Tamil nadu,Kundah,The Nilgiris,
643211,Tamil nadu,Gudalur,The Nilgiris,
643212,Tamil nadu,Gudalur,The Nilgiris,
643213,Tamil nadu,Coonoor,The Nilgiris,
643214,Tamil nadu,Kotagiri,The Nilgiris,
643215,Tamil nadu,Coonoor,The Nilgiris,
643216,Tamil nadu,Kotagiri,The Nilgiris,
643217,Tamil nadu,Kotagiri,The Nilgiris,
643218,Tamil nadu,Coonoor,The Nilgiris,
643219,Tamil nadu,Kundah,The Nilgiris,
643220,Tamil nadu,Gudalur,The Nilgiris,
643221,Tamil nadu,Coonoor,The Nilgiris,
643223,Tamil nadu,Udagamandalam,The Nilgiris,
643224,Tamil nadu,Gudalur,The Nilgiris,
643225,Tamil nadu,Gudalur,The Nilgiris,
643226,Tamil nadu,Gudalur,The Nilgiris,
643231,Tamil nadu,Coonoor,The Nilgiris,
643233,Tamil nadu,Pandalur,The Nilgiris,
643236,Tamil nadu,Coonoor,The Nilgiris,
643237,Tamil nadu,Udhagamandalam,The Nilgiris,
643238,Tamil nadu,Coonoor,The Nilgiris,
643239,Tamil nadu,Pandalur,The Nilgiris,
643240,Tamil nadu,Gudalur,The Nilgiris,
643241,Tamil nadu,Gudalur,The Nilgiris,
643242,Tamil nadu,Kotagiri,The Nilgiris,
643243,Tamil nadu,Udhagamandalam,The Nilgiris,
643253,Tamil nadu,Gudalur,The Nilgiris,
643270,Tamil nadu,THE NILGIRIS,The Nilgiris,
670001,Kerala,Kannur,Kannur,
670002,Kerala,Kannur,Kannur,
670003,Kerala,Kannur,Kannur,
670004,Kerala,Kannur,Kannur,
670005,Kerala,Kannur,Kannur,
670006,Kerala,Kannur,Kannur,
670007,Kerala,Kannur,Kannur,
670008,Kerala,Kannur,Kannur,
670009,Kerala,Kannur,Kannur,
670010,Kerala,Kannur,Kannur,
670011,Kerala,Kannur,Kannur,
670012,Kerala,Kannur,Kannur,
670013,Kerala,Kannur,Kannur,
670014,Kerala,Kannur,Kannur,
670017,Kerala,Kannur,Kannur,
670018,Kerala,Kannur,Kannur,
670051,Kerala,Kannur,Kannur,
670101,Kerala,Thalassery,Kannur,
670102,Kerala,Thalassery,Kannur,
670103,Kerala,Thalassery,Kannur,
670104,Kerala,Thalassery,Kannur,
670105,Kerala,Thalassery,Kannur,
670106,Kerala,Thalasery,Kannur,
670107,Kerala,Thalassery,Kannur,
670141,Kerala,Taliparamba,Kannur,
670142,Kerala,Taliparamba,Kannur,
670143,Kerala,Taliparamba,Kannur,
670301,Kerala,Kannur,Kannur,
670302,Kerala,Kannur,Kannur,
670303,Kerala,Taliaparamba,Kannur,
670304,Kerala,Taliparamba,Kannur,
670305,Kerala,Taliparamba,Kannur,
670306,Kerala,Kannur,Kannur,
670307,Kerala,Taliparamba,Kannur,
670308,Kerala,Taliparamba,Kannur,
670309,Kerala,Taliparamba,Kannur,
670310,Kerala,Taliparamba,Kannur,
670325,Kerala,Kannur,Kannur,
670327,Kerala,Kannur,Kannur,
670331,Kerala,Kannur,Kannur,
670334,Kerala,Kannur,Kannur,
670353,Kerala,Taliparamba,Kannur,
670358,Kerala,Kannur,Kannur,
670501,Kerala,Taliparamba,Kannur,
670502,Kerala,Taliparamba,Kannur,
670503,Kerala,Kannur,Kannur,
670504,Kerala,Taliparamba,Kannur,
670511,Kerala,Taliparamba,Kannur,
670521,Kerala,Taliparamba,Kannur,
670561,Kerala,Kannur,Kannur,
670562,Kerala,Kannur,Kannur,
670563,Kerala,Taliparamba,Kannur,
670567,Kerala,Kannur,Kannur,
670571,Kerala,Taliparamba,Kannur,
670581,Kerala,Taliparamba,Kannur,
670582,Kerala,Taliparamba,Kannur,
670591,Kerala,Kannur,Kannur,
670592,Kerala,Taliparamba,Kannur,
670593,Kerala,Taliparamba,Kannur,
670594,Kerala,Kannur,Kannur,
670595,Kerala,Thalassery,Kannur,
670601,Kerala,Taliparamba,Kannur,
670602,Kerala,Taliparamba,Kannur,
670604,Kerala,Taliparamba,Kannur,
670611,Kerala,Kannur,Kannur,
670612,Kerala,Thalassery,Kannur,
670613,Kerala,Kannur,Kannur,
670621,Kerala,Kannur,Kannur,
670622,Kerala,Kannur,Kannur,
670631,Kerala,Taliparamba,Kannur,
670632,Kerala,Taliparamba,Kannur,
670633,Kerala,Taliparamba,Kannur,
670641,Kerala,Thalassery,Kannur,
670642,Kerala,Thalassery,Kannur,
670643,Kerala,Thalassery,Kannur,
670644,Kerala,Mananthavady,Wayanad,
670645,Kerala,Mananthavady,Wayanad,
670646,Kerala,Mananthavady,Wayanad,
670649,Kerala,Thalassery,Kannur,
670650,Kerala,Thalassery,Kannur,
670651,Kerala,Thalassery,Kannur,
670661,Kerala,Thalassery,Kannur,
670662,Kerala,Thalassery,Kannur,
670663,Kerala,Kannur,Kannur,
670671,Kerala,Thalassery,Kannur,
670672,Kerala,Kannur,Kannur,
670673,Kerala,Thalassery,Kannur,
670674,Kerala,Thalassery,Kannur,
670675,Kerala,Thalassery,Kannur,
670676,Kerala,Thalassery,Kannur,
670691,Kerala,Thalassery,Kannur,
670692,Kerala,Thalassery,Kannur,
670693,Kerala,Thalassery,Kannur,
670694,Kerala,Thalassery,Kannur,
670701,Kerala,Thalasseery,Kannur,
670702,Kerala,Thalassery,Kannur,
670703,Kerala,Thalassery,Kannur,
670704,Kerala,Thalassery,Kannur,
670705,Kerala,Taliparamba,Kannur,
670706,Kerala,Thalassery,Kannur,
670708,Kerala,Kannur,Kannur,
670721,Kerala,Mananthavady,Wayanad,
670731,Kerala,Mananthavady,Wayanad,
670741,Kerala,Thalasery,Kannur,
671121,Kerala,Kasaragod,Kasaragod,
671122,Kerala,Kasaragod,Kasaragod,
671123,Kerala,Kasaragod,Kasaragod,
671124,Kerala,Kasaragod,Kasaragod,
671310,Kerala,Hosdurg,Kasaragod,
671311,Kerala,Hosdurg,Kasaragod,
671312,Kerala,Hosdurg,Kasaragod,
671313,Kerala,Hosdurg,Kasaragod,
671314,Kerala,Hosdurg,Kasaragod,
671315,Kerala,Hosdurg,Kasaragod,
671316,Kerala,Hosdurg,Kasaragod,
671317,Kerala,Kasaragod,Kasaragod,
671318,Kerala,Hosdurg,Kasaragod,
671319,Kerala,Hosdurg,Kasaragod,
671320,Kerala,Kasaragod,Kasaragod,
671321,Kerala,Kasaragod,Kasaragod,
671322,Kerala,Kasaragod,Kasaragod,
671323,Kerala,Kasaragod,Kasaragod,
671324,Kerala,Kasaragod,Kasaragod,
671326,Kerala,Hosdurg,Kasaragod,
671348,Kerala,Kasaragod,Kasaragod,
671351,Kerala,Hosdurg,Kasaragod,
671531,Kerala,Hosdurg,Kasaragod,
671532,Kerala,Hosdurg,Kasaragod,
671533,Kerala,Hosdurg,Kasaragod,
671534,Kerala,Kasaragod,Kasaragod,
671541,Kerala,Kasaragod,Kasaragod,
671542,Kerala,Kasaragod,Kasaragod,
671543,Kerala,Kasaragod,Kasaragod,
671551,Kerala,Kasaragod,Kasaragod,
671552,Kerala,Kasaragod,Kasaragod,
673001,Kerala,Kozhikode,Kozhikode,
673002,Kerala,Kozhikode,Kozhikode,
673003,Kerala,Kozhikode,Kozhikode,
673004,Kerala,Kozhikode,Kozhikode,
673005,Kerala,Kozhikode,Kozhikode,
673006,Kerala,Kozhikode,Kozhikode,
673007,Kerala,Kozhikode,Kozhikode,
673008,Kerala,Kozhikode,Kozhikode,
673009,Kerala,Kozhikode,Kozhikode,
673010,Kerala,Kozhikode,Kozhikode,
673011,Kerala,Kozhikode,Kozhikode,
673012,Kerala,Kozhikode,Kozhikode,
673014,Kerala,Kozhikode,Kozhikode,
673015,Kerala,Kozhikode,Kozhikode,
673016,Kerala,Kozhikode,Kozhikode,
673017,Kerala,Kozhikode,Kozhikode,
673018,Kerala,Kozhikode,Kozhikode,
673019,Kerala,Kozhikode,Kozhikode,
673020,Kerala,Kozhikode,Kozhikode,
673021,Kerala,Kozhikode,Kozhikode,
673027,Kerala,Kozhikode,Kozhikode,
673028,Kerala,Kozhikode,Kozhikode,
673029,Kerala,Kozhikode,Kozhikode,
673032,Kerala,Kozhikode,Kozhikode,
673051,Kerala,Kozhikode,Kozhikode,
673101,Kerala,Vadakara,Kozhikode,
673102,Kerala,Vadakara,Kozhikode,
673103,Kerala,Vadakara,Kozhikode,
673104,Kerala,Vadakara,Kozhikode,
673105,Kerala,Vadakara,Kozhikode,
673106,Kerala,Vadakara,Kozhikode,
673121,Kerala,Vythiri,Wayanad,
673122,Kerala,Vythiri,Wayanad,
673123,Kerala,Vythiri,Wayanad,
673124,Kerala,WAYANAD,Wayanad,
673301,Kerala,Kozhikode,Kozhikode,
673302,Kerala,Kozhikode,Kozhikode,
673303,Kerala,Kozhikode,Kozhikode,
673304,Kerala,Koyilandi,Kozhikode,
673305,Kerala,Koyilandi,Kozhikode,
673306,Kerala,Quilandy,Kozhikode,
673307,Kerala,Koyilandi,Kozhikode,
673308,Kerala,Vadakara,Kozhikode,
673309,Kerala,Vadakara,Kozhikode,
673310,Puducherry,Vadakara,Mahe,
673311,Kerala,Thalassery,Kannur,
673312,Kerala,Kannur,Kannur,
673313,Kerala,Kannur,Kannur,
673314,Kerala,Tirurangadi,Malappuram,
673315,Kerala,Koyilani,Kozhikode,
673316,Kerala,Thalassery,Kannur,
673317,Kerala,Kozhikode,Kozhikode,
673323,Kerala,Kozhikode,Kozhikode,
673328,Kerala,Kozhikode,Kozhikode,
673501,Kerala,Vadakara,Kozhikode,
673502,Kerala,Vadakara,Kozhikode,
673503,Kerala,Vadakara,Kozhikode,
673504,Kerala,Vadakara,Kozhikode,
673505,Kerala,Vadakara,Kozhikode,
673506,Kerala,Vadakara,Kozhikode,
673507,Kerala,Vadakara,Kozhikode,
673508,Kerala,Vadakara,Kozhikode,
673509,Kerala,Vadakara,Kozhikode,
673513,Kerala,Vadakara,Kozhikode,
673517,Kerala,Vadakara,Kozhikode,
673521,Kerala,Quilandy,Kozhikode,
673522,Kerala,Koyilandi,Kozhikode,
673523,Kerala,Quilandy,Kozhikode,
673524,Kerala,Quilandy,Kozhikode,
673525,Kerala,Koyilandi,Kozhikode,
673526,Kerala,Quilandy,Kozhikode,
673527,Kerala,Quilandy,Kozhikode,
673528,Kerala,Quilandy,Kozhikode,
673529,Kerala,Quilandy,Kozhikode,
673541,Kerala,Vadakara,Kozhikode,
673542,Kerala,Vadakara,Kozhikode,
673570,Kerala,Kozhikode,Kozhikode,
673571,Kerala,Kozhikode,Kozhikode,
673572,Kerala,Kozhikode,Kozhikode,
673573,Kerala,Kozhikode,Kozhikode,
673574,Kerala,Koyilandi,Kozhikode,
673575,Kerala,Vythiri,Wayanad,
673576,Kerala,Vythiri,Wayanad,
673577,Kerala,Vythiri,Wayanad,
673579,Kerala,Sulthanbathery,Wayanad,
673580,Kerala,Kozhikode,Kozhikode,
673581,Kerala,Vythiri,Wayanad,
673582,Kerala,Kozhikode,Kozhikode,
673585,Kerala,Kozhikode,Kozhikode,
673586,Kerala,Kozhikode,Kozhikode,
673591,Kerala,Sulthanbathery,Wayanad,
673592,Kerala,Sulthanbathery,Wayanad,
673593,Kerala,Sulthanbathery,Wayanad,
673595,Kerala,Sulthan Batheri,Wayanad,
673596,Kerala,Sulthanbathery,Wayanad,
673601,Kerala,Kozhikode,Kozhikode,
673602,Kerala,Kozhikode,Kozhikode,
673603,Kerala,Kozhikode,Kozhikode,
673604,Kerala,Kozhikode,Kozhikode,
673611,Kerala,Kozhikode,Kozhikode,
673612,Kerala,Quilandy,Kozhikode,
673613,Kerala,Kozhikode,Kozhikode,
673614,Kerala,Koyilandi,Kozhikode,
673616,Kerala,Kozhikode,Kozhikode,
673620,Kerala,Koyilandi,Kozhikode,
673631,Kerala,Kozhikode,Kozhikode,
673632,Kerala,Ernad,Malappuram,
673633,Kerala,Eranad,Malappuram,
673634,Kerala,Tirurangadi,Malappuram,
673635,Kerala,Tirurangadi,Malappuram,
673636,Kerala,Tirurangadi,Malappuram,
673637,Kerala,Ernad,Malappuram,
673638,Kerala,Ernad,Malappuram,
673639,Kerala,Ernad,Malappuram,
673640,Kerala,Ernad,Malappuram,
673641,Kerala,Ernad,Malappuram,
673642,Kerala,Ernad,Malappuram,
673645,Kerala,Ernad,Malappuram,
673647,Kerala,Tirurangadi,Malappuram,
673655,Kerala,Kozhikode,Kozhikode,
673661,Kerala,Kozhikode,Kozhikode,
676101,Kerala,Tirur,Malappuram,
676102,Kerala,Tirur,Malappuram,
676103,Kerala,Tirur,Malappuram,
676104,Kerala,MALAPPURAM,Malappuram,
676105,Kerala,Tirur,Malappuram,
676106,Kerala,Tirur,Malappuram,
676107,Kerala,Tirur,Malappuram,
676108,Kerala,Tirur,Malappuram,
676109,Kerala,Tirur,Malappuram,
676121,Kerala,Ernad,Malappuram,
676122,Kerala,Ernad,Malappuram,
676123,Kerala,Ernad,Malappuram,
676301,Kerala,Tirur,Malappuram,
676302,Kerala,Tirur,Malappuram,
676303,Kerala,Tirurangadi,Malappuram,
676304,Kerala,Tirurangadi,Malappuram,
676305,Kerala,Tirurangadi,Malappuram,
676306,Kerala,Tirurangadi,Malappuram,
676307,Kerala,Tirur,Malappuram,
676309,Kerala,Tirurangadi,Malappuram,
676311,Kerala,Tirurangadi,Malappuram,
676312,Kerala,Tirurangadi,Malappuram,
676317,Kerala,Tirurangadi,Malappuram,
676319,Kerala,Tirurangadi,Malappuram,
676320,Kerala,Tirurangadi,Malappuram,
676501,Kerala,Tirurangadi,Malappuram,
676502,Kerala,Tirur,Malappuram,
676503,Kerala,Tirur,Malappuram,
676504,Kerala,Perinthalmanna,Malappuram,
676505,Kerala,Ernad,Malappuram,
676506,Kerala,Perintalmanna,Malappuram,
676507,Kerala,Perinthalmanna,Malappuram,
676508,Kerala,Tirurangadi,Malappuram,
676509,Kerala,Ernad,Malappuram,
676510,Kerala,Tirurangadi,Malappuram,
676517,Kerala,Ernad,Malappuram,
676519,Kerala,Ernad,Malappuram,
676521,Kerala,Ernad,Malappuram,
676522,Kerala,Ernad,Malappuram,
676523,Kerala,Nilambur,Malappuram,
676525,Kerala,Nilambur,Malappuram,
676528,Kerala,Tirurangadi,Malappuram,
676541,Kerala,Ernad,Malappuram,
676542,Kerala,Nilambur,Malappuram,
676551,Kerala,Tirur,Malappuram,
676552,Kerala,Tirur,Malappuram,
676553,Kerala,Tirur,Malappuram,
676561,Kerala,Tirur,Malappuram,
676562,Kerala,Tirur,Malappuram,
678001,Kerala,Palakkad,Palakkad,
678002,Kerala,Palakkad,Palakkad,
678003,Kerala,Palakkad,Palakkad,
678004,Kerala,Palakkad,Palakkad,
678005,Kerala,Palakkad,Palakkad,
678006,Kerala,Palakkad,Palakkad,
678007,Kerala,Palakkad,Palakkad,
678008,Kerala,Palakkad,Palakkad,
678009,Kerala,Palakkad,Palakkad,
678010,Kerala,Palakkad,Palakkad,
678011,Kerala,Palakkad,Palakkad,
678012,Kerala,Palakkad,Palakkad,
678013,Kerala,Palakkad,Palakkad,
678014,Kerala,Palakkad,Palakkad,
678051,Kerala,Palakkad,Palakkad,
678101,Kerala,Chittur,Palakkad,
678102,Kerala,Chittur,Palakkad,
678103,Kerala,Chittur,Palakkad,
678104,Kerala,Palakkad,Palakkad,
678501,Kerala,Chittur,Palakkad,
678502,Kerala,Chittur,Palakkad,
678503,Kerala,Palakkad,Palakkad,
678504,Kerala,Chittur,Palakkad,
678505,Kerala,Chittur,Palakkad,
678506,Kerala,Chittur,Palakkad,
678507,Kerala,Alathur,Palakkad,
678508,Kerala,Chittur,Palakkad,
678510,Kerala,Chittur,Palakkad,
678512,Kerala,Chittur,Palakkad,
678531,Kerala,Palakkad,Palakkad,
678532,Kerala,Chittur,Palakkad,
678533,Kerala,Chittur,Palakkad,
678534,Kerala,Chittur,Palakkad,
678541,Kerala,Alathur,Palakkad,
678542,Kerala,Alatur,Palakkad,
678543,Kerala,Alathur,Palakkad,
678544,Kerala,Alathur,Palakkad,
678545,Kerala,Alathur,Palakkad,
678546,Kerala,Alathur,Palakkad,
678551,Kerala,Palakkad,Palakkad,
678552,Kerala,Palakkad,Palakkad,
678553,Kerala,Chittur,Palakkad,
678554,Kerala,Chittur,Palakkad,
678555,Kerala,Chittur,Palakkad,
678556,Kerala,Chittur,Palakkad,
678557,Kerala,Chittur,Palakkad,
678571,Kerala,Alathur,Palakkad,
678572,Kerala,Alathur,Palakkad,
678573,Kerala,Alathur,Palakkad,
678574,Kerala,Alathur,Palakkad,
678581,Kerala,Mannarkad,Palakkad,
678582,Kerala,Mannarkad,Palakkad,
678583,Kerala,Mannarkad,Palakkad,
678591,Kerala,Mannarkad,Palakkad,
678592,Kerala,Palakkad,Palakkad,
678593,Kerala,Ottapalam,Palakkad,
678594,Kerala,Palakkad,Palakkad,
678595,Kerala,Ottappalam,Palakkad,
678596,Kerala,Mannarkkad,Palakkad,
678597,Kerala,Mannarkad,Palakkad,
678598,Kerala,Mannarkad,Palakkad,
678601,Kerala,Mannarkad,Palakkad,
678611,Kerala,Palakkad,Palakkad,
678612,Kerala,Palakkad,Palakkad,
678613,Kerala,Palakkad,Palakkad,
678621,Kerala,Palakkad,Palakkad,
678622,Kerala,Palakkad,Palakkad,
678623,Kerala,Palakkad,Palakkad,
678624,Kerala,Palakkad,Palakkad,
678631,Kerala,Palakkad,Palakkad,
678632,Kerala,Ottappalam,Palakkad,
678633,Kerala,Ottappalam,Palakkad,
678641,Kerala,Palakkad,Palakkad,
678642,Kerala,Palakkad,Palakkad,
678651,Kerala,Palakkad,Palakkad,
678661,Kerala,Chittur,Palakkad,
678671,Kerala,Alathur,Palakkad,
678681,Kerala,Alathur,Palakkad,
678682,Kerala,Alathur,Palakkad,
678683,Kerala,Alathur,Palakkad,
678684,Kerala,Alathur,Palakkad,
678685,Kerala,Alathur,Palakkad,
678686,Kerala,Alathur,Palakkad,
678687,Kerala,Alathur,Palakkad,
678688,Kerala,Alathur,Palakkad,
678701,Kerala,Palakkad,Palakkad,
678702,Kerala,Alathur,Palakkad,
678703,Kerala,Alathur,Palakkad,
678704,Kerala,Alathur,Palakkad,
678705,Kerala,Alathur,Palakkad,
678706,Kerala,Alathur,Palakkad,
678721,Kerala,Alathur,Palakkad,
678722,Kerala,Alathur,Palakkad,
678731,Kerala,Palakkad,Palakkad,
678732,Kerala,Palakkad,Palakkad,
678762,Kerala,Mannarkad,Palakkad,
679101,Kerala,Ottapalam,Palakkad,
679102,Kerala,Ottappalam,Palakkad,
679103,Kerala,Ottappalam,Palakkad,
679104,Kerala,Ottappalam,Palakkad,
679105,Kerala,Thalapilly,Thrissur,
679106,Kerala,Thalapilly,Thrissur,
679121,Kerala,Ottpalam,Palakkad,
679122,Kerala,Ottapalam,Palakkad,
679123,Kerala,Ottapalam,Palakkad,
679301,Kerala,Ottappalam,Palakkad,
679302,Kerala,Ottapalam,Palakkad,
679303,Kerala,Ottappalam,Palakkad,
679304,Kerala,Ottappalam,Palakkad,
679305,Kerala,Ottappalam,Palakkad,
679306,Kerala,Ottappalam,Palakkad,
679307,Kerala,Ottappalam,Palakkad,
679308,Kerala,Ottappalam,Palakkad,
679309,Kerala,Ottappalam,Palakkad,
679313,Kerala,Ottapalam,Palakkad,
679321,Kerala,Perinthalmanna,Malappuram,
679322,Kerala,Perinthalmanna,Malappuram,
679323,Kerala,Perinthalmanna,Malappuram,
679324,Kerala,Perinthalmanna,Malappuram,
679325,Kerala,Perinthalmanna,Malappuram,
679326,Kerala,Perintalmanna,Malappuram,
679327,Kerala,Ernad,Malappuram,
679328,Kerala,Nilambur,Malappuram,
679329,Kerala,Nilambur,Malappuram,
679330,Kerala,Nilambur,Malappuram,
679331,Kerala,Nilambur,Malappuram,
679332,Kerala,Nilambur,Malappuram,
679333,Kerala,Nilambur,Malappuram,
679334,Kerala,Nilambur,Malappuram,
679335,Kerala,Ottappalam,Palakkad,
679336,Kerala,Ottappalam,Palakkad,
679337,Kerala,Ottappalam,Palakkad,
679338,Kerala,Perinthalmanna,Malappuram,
679339,Kerala,Nilambur,Malappuram,
679340,Kerala,Perintalmanna,Malappuram,
679341,Kerala,Perinthalmanna,Malappuram,
679357,Kerala,Perintalmanna,Malappuram,
679501,Kerala,Ottappalam,Palakkad,
679502,Kerala,Ottapalam,Palakkad,
679503,Kerala,Ottappalam,Palakkad,
679504,Kerala,Ottappalam,Palakkad,
679505,Kerala,Ottappalam,Palakkad,
679506,Kerala,Ottappalam,Palakkad,
679511,Kerala,Ottappalam,Palakkad,
679512,Kerala,Ottappalam,Palakkad,
679513,Kerala,Palakkad,Palakkad,
679514,Kerala,Ottappalam,Palakkad,
679515,Kerala,Ottappalam,Palakkad,
679516,Kerala,Ottappalam,Palakkad,
679521,Kerala,Ottappalam,Palakkad,
679522,Kerala,Ottappalam,Palakkad,
679523,Kerala,Ottappalam,Palakkad,
679531,Kerala,Talappilly,Thrissur,
679532,Kerala,Thalapilly,Thrissur,
679533,Kerala,Ottappalam,Palakkad,
679534,Kerala,Mannarkad,Palakkad,
